STRUCNUM,Common_EN_List,Number_of_common_elements
01377A001 30838,"(12, 16, 107, 110, 113, 120, 152, 155, 162, 205, 210, 215, 220, 234, 305, 306, 311, 313, 330, 331, 510, 515)",22
01377C01EX00441,"(12, 16, 38, 107, 110, 113, 116, 152, 161, 205, 210, 215, 220, 301, 306, 310, 311, 313, 330, 331, 510, 515)",22
013906345500233,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
01391A009 14902,"(12, 16, 109, 110, 205, 210, 215, 220, 225, 306, 310, 311, 330, 510)",14
01396 032 02185,"(16, 110, 205, 215, 234, 306, 331, 510)",8
013987  17S6W19,"(38, 215, 306, 310, 330, 510, 515)",7
01399A015 05046,"(15, 104, 205, 215, 234, 302, 306, 310, 330, 510, 515)",11
01400 104Y00467,"(16, 30, 107, 110, 152, 155, 205, 215, 220, 234, 306, 313, 330, 331, 510, 515)",16
01401A180 00240,"(38, 210, 215, 306, 310, 330, 510, 515)",8
01402A180 00493,"(38, 210, 215, 306, 310, 330, 510, 515)",8
01403 229 01055,"(16, 110, 155, 205, 215, 220, 234, 306, 331, 510)",10
01407A007 23866,"(16, 38, 110, 205, 210, 215, 225, 306, 330, 331, 510, 515)",12
01409 B52200272,"(16, 110, 215, 306, 311, 331, 510)",7
01412A035 01102,"(16, 110, 215, 306, 330, 510, 515)",7
01415 102 05714,"(16, 110, 155, 205, 215, 220, 234, 306, 330, 510, 515)",11
01417N01W 01218,"(12, 110, 116, 155, 205, 215, 234, 301, 302, 306, 311, 330, 331, 510, 515)",15
01417S01W 01220,"(12, 16, 110, 113, 116, 120, 152, 155, 162, 205, 215, 234, 306, 311, 313, 330, 510, 515)",18
01418 025X00014,"(16, 38, 110, 116, 144, 155, 205, 215, 220, 234, 302, 306, 311, 331, 510)",15
01419A020 00325,"(16, 110, 205, 215, 234, 306, 331, 333, 510)",9
01420A150 01250,"(12, 109, 215, 306, 331)",5
01421A007 00839,"(38, 215, 306, 310, 330, 510, 515)",7
01422 191 02359,"(38, 215, 220, 306, 331, 510)",6
01428A212 01182,"(16, 104, 210, 306, 311, 331, 510, 515)",8
01430A009 16015,"(16, 38, 110, 205, 210, 215, 234, 306, 330, 510, 515)",11
01432A221800208,"(12, 109, 210, 215, 306, 310, 330, 331, 510, 515)",10
01433A622000637,"(16, 110, 155, 205, 215, 220, 234, 306, 331, 510)",10
014348370000704,"(12, 109, 210, 215, 301, 306, 310, 331, 510)",9
01437A161 00183,"(12, 109, 215, 225, 234, 306, 330, 510, 515)",9
01438 010   025,"(16, 38, 110, 120, 152, 162, 205, 215, 220, 234, 301, 306, 310, 313, 331, 510, 515)",17
01439B171 00813,"(12, 109, 205, 215, 234, 301, 306, 310, 330, 331, 515)",11
01441 000,"(31, 111, 117, 135, 156, 205, 206, 216, 220, 234, 235, 306, 310, 332, 510)",15
01444B069800620,"(16, 38, 104, 205, 215, 234, 306, 310, 330, 510, 515)",11
01457A041 08352,"(240, 515)",2
01463A007 26681,"(12, 107, 113, 152, 155, 205, 215, 220, 234, 305, 311, 313, 314, 331, 515, 521)",16
01468 009 01282,"(16, 110, 205, 215, 306, 331, 510)",7
01469 041 09404,"(16, 110, 205, 215, 306, 331, 510)",7
01470A150 00071,"(12, 109, 205, 215, 234, 306, 310, 330, 331, 515, 521)",11
01471 226 00314,"(16, 110, 205, 215, 220, 234, 306, 330, 510, 515)",10
014715622000013,"(38, 215, 306, 330, 510, 515)",6
014721622000878,"(31, 111, 117, 135, 156, 205, 206, 219, 220, 225, 231, 234, 235, 304, 332)",15
014790213900020,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
01481 009 02410,"(16, 110, 205, 215, 220, 234, 306, 331)",8
01484 052 00000,"(12, 109, 215, 306, 310, 331, 510)",7
01491A181 00533,"(38, 215, 306, 310, 331, 510)",6
01492A241 01407,"(16, 105, 110, 205, 215, 234, 306, 311, 331, 515, 521)",11
014942125000609,"(38, 210, 215, 306, 310, 330, 510, 515)",8
01494A009 18478,"(16, 110, 205, 215, 226, 234, 306, 331, 510)",9
01496A029000327,"(12, 16, 105, 109, 110, 205, 215, 220, 234, 302, 306, 310, 311, 331, 515)",15
01498 009 06414,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510)",10
01499 009 06423,"(16, 38, 110, 116, 144, 155, 205, 234, 302, 306, 311, 330, 331, 510, 515)",15
01503 028,"(16, 110, 205, 215, 234, 306, 331, 510)",8
01504 028,"(16, 110, 205, 215, 220, 234, 306, 331, 510)",9
01505 028,"(16, 110, 205, 215, 220, 234, 306, 331, 510)",9
01506 028,"(16, 110, 205, 215, 234, 306, 331, 510)",8
01508 102 06227,"(16, 110, 116, 155, 205, 215, 220, 306, 331, 510)",10
01509A072900004,"(12, 107, 205, 215, 220, 234, 302, 304, 310, 311, 313, 331, 515)",13
01512 016 04144,"(12, 16, 109, 110, 205, 215, 220, 234, 306, 310, 330, 510, 515)",13
01513 016 04229,"(12, 16, 109, 110, 205, 215, 220, 234, 306, 310, 330, 510, 515)",13
01515A610101250,"(12, 109, 205, 215, 234, 306, 310, 331)",8
01516 015 01306,"(16, 110, 205, 215, 220, 306, 330, 510, 515)",9
01519A018 03825,"(12, 16, 107, 110, 215, 234, 306, 311, 313, 330, 331, 510, 515)",13
01520 111900280,"(16, 110, 205, 215, 306, 331, 510)",7
01534 034,"(16, 110, 205, 215, 220, 234, 306, 311, 331, 510)",10
01536 015 01832,"(241,)",1
015478057001696,"(16, 110, 205, 234, 306, 331, 510)",7
01552A019 05296,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
01557A417,"(16, 110, 216, 228, 235, 306, 331, 510)",8
01577A016 04612,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
01578 01W 01382,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510)",10
01578A01W 01383,"(16, 110, 205, 215, 234, 306, 331, 510)",8
01579 020 00002,"(16, 110, 116, 155, 205, 215, 220, 234, 306, 331, 510)",11
01580A858 00503,"(12, 38, 109, 205, 210, 215, 220, 234, 306, 310, 330, 510, 515)",13
01582 164 00624,"(16, 110, 116, 144, 155, 205, 210, 215, 234, 301, 306, 311, 331, 510)",14
01587A01W 10116,"(16, 110, 205, 215, 220, 234, 306, 311, 330, 510, 515)",11
01594A741 00215,"(15, 38, 104, 210, 215, 226, 234, 306, 310, 331, 510)",11
01600 281 00495,"(12, 38, 110, 144, 155, 205, 215, 234, 306, 311, 331, 510)",12
01602 009 20272,"(16, 110, 155, 205, 215, 301, 306, 331, 510)",9
01607A161 02733,"(16, 38, 110, 155, 205, 215, 220, 234, 306, 310, 331, 510)",12
01608A161 02154,"(16, 38, 110, 116, 155, 205, 215, 220, 234, 306, 310, 330, 331, 510, 515)",15
01612A039 02155,"(16, 38, 110, 155, 205, 215, 234, 306, 331, 510)",10
01617 01E 01120,"(12, 16, 110, 113, 116, 141, 152, 155, 161, 205, 215, 226, 234, 302, 306, 310, 311, 313, 330, 331, 510, 515)",22
01618A01E 01138,"(12, 109, 215, 306, 330, 515, 521)",7
01623 073 01623,"(12, 109, 205, 215, 220, 234, 306, 331, 521)",9
01624A451 00468,"(38, 215, 219, 306, 310, 330, 510, 515)",8
01626 018F03176,"(12, 16, 110, 113, 116, 120, 152, 155, 162, 205, 215, 220, 234, 304, 306, 311, 313, 330, 331, 510, 515)",21
01628 002 18370,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510, 521)",11
01629 002 19806,"(16, 110, 116, 155, 205, 215, 234, 302, 306, 311, 330, 334, 510, 515)",14
01630A002 19903,"(12, 107, 113, 152, 161, 205, 215, 302, 306, 310, 311, 313, 330, 510, 515)",15
016321000000027,"(12, 16, 104, 205, 215, 220, 300, 306, 310, 330, 510, 515)",12
016329181800043,"(16, 109, 215, 225, 306, 310, 331, 510)",8
01637A002 19346,"(16, 110, 205, 206, 215, 216, 235, 306, 330, 510, 515)",11
01648A449 01003,"(16, 110, 205, 306, 331, 510)",6
016515050200867,"(38, 219, 225, 310, 330, 510, 515)",7
016516050200956,"(38, 219, 225, 310, 330, 510, 515)",7
016517050201219,"(38, 219, 225, 310, 330, 510, 515)",7
016518050202895,"(38, 215, 310, 330, 510, 515)",6
01654A003 00354,"(12, 109, 205, 215, 220, 234, 306, 310, 330, 515)",10
01659 000 00003,"(12, 38, 109, 215, 302, 306, 310, 330, 510, 515)",10
01660 053 09268,"(30, 113, 120, 152, 161, 162, 202, 215, 220, 300, 302, 311, 313, 331, 515)",15
016682002300662,"(38, 205, 215, 225, 234, 306, 330, 515)",8
016809113100012,"(38, 210, 215, 306, 310, 330, 515)",7
01683 045 00411,"(241,)",1
016843000000009,"(38, 215, 306, 310, 330, 510, 515)",7
01685A045 00576,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
01688A045 01324,"(16, 110, 205, 215, 220, 306, 330, 510, 515)",9
01690 027 00467,"(16, 110, 155, 205, 215, 306, 331, 510)",8
016901070700062,"(38, 210, 215, 310, 331, 510)",6
01691 027 00671,"(16, 110, 155, 205, 215, 301, 306, 311, 331, 510)",10
016938300300010,"(38, 215, 306, 310, 330, 510, 515)",7
01697 045 02828,"(16, 110, 205, 234, 306, 331, 521)",7
01698A514000519,"(38, 204, 215, 220, 234, 306, 310, 330, 510, 515)",10
01699A200 01898,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
01700A200 01928,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
01706 016 05244,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510)",10
01707A102 03675,"(16, 104, 215, 225, 306, 310, 330, 510, 515)",9
01710A102 03798,"(38, 215, 306, 310, 331, 510)",6
01712A102 03881,"(38, 215, 306, 310, 331, 510)",6
01717A007 19671,"(241,)",1
01719A007 19932,"(241,)",1
01720 009F02870,"(38, 215, 228, 235, 306, 331, 510)",7
01724 064700162,"(31, 38, 117, 135, 156, 202, 206, 215, 219, 220, 228, 231, 235, 306, 310, 332, 510)",17
01725A212 01294,"(12, 16, 107, 110, 210, 215, 306, 311, 313, 331, 510, 515)",12
01726 120 00038,"(12, 107, 111, 113, 152, 205, 219, 225, 228, 231, 234, 235, 306, 311, 313, 330, 331, 510, 515)",19
01730 154 00311,"(12, 111, 202, 205, 216, 219, 220, 225, 228, 231, 235, 306, 330, 510, 515)",15
01740 02W 01319,"(38, 215, 226, 234, 306, 330, 510, 515)",8
01741B009 17875,"(15, 104, 205, 215, 234, 306, 310, 331, 510)",9
01741C009 17882,"(16, 38, 104, 215, 234, 306, 310, 331, 510)",9
017433858 00128,"(12, 109, 210, 215, 301, 310, 331)",7
01745A242 01713,"(12, 109, 205, 215, 225, 234, 301, 310, 330, 331, 510)",11
01746B009 15554,"(12, 15, 38, 102, 104, 113, 141, 148, 152, 205, 215, 220, 300, 303, 310, 311, 313, 330, 331, 510, 515)",21
01747B450 00873,"(38, 210, 215, 306, 310, 330, 510, 515)",8
01748A102 05307,"(38, 215, 306, 310, 331, 510)",6
01750A301 00476,"(38, 205, 215, 234, 306, 331, 510)",7
01750B002 10168,"(38, 215, 226, 234, 306, 331, 510)",7
01754A029 01055,"(12, 109, 215, 226, 234, 306, 310, 330, 331, 510, 515)",11
01755E229 04836,"(12, 111, 216, 225, 228, 235, 306, 331, 510)",9
01755G229 04878,"(12, 111, 216, 219, 225, 228, 231, 306, 331, 510)",10
01755K229 05016,"(12, 111, 216, 219, 225, 228, 231, 306, 331, 510)",10
01755L229 05036,"(12, 111, 216, 225, 228, 235, 306, 331, 510)",9
01755M229 05062,"(12, 111, 216, 219, 225, 228, 306, 331, 510, 515)",10
01755O229 05090,"(240,)",1
01755Q229 05129,"(12, 111, 216, 225, 228, 235, 306, 331, 510)",9
01756A030 00471,"(12, 16, 107, 110, 205, 220, 234, 306, 311, 313, 331, 510, 515)",13
01760 102 07051,"(12, 111, 219, 225, 231, 306, 331, 510)",8
01771A211 00145,"(12, 16, 104, 109, 155, 205, 215, 234, 300, 302, 304, 306, 310, 311, 330, 515, 521)",17
01781A006 33727,"(12, 109, 205, 215, 234, 302, 306, 310, 331, 510)",10
01783A006 33899,"(12, 109, 205, 215, 234, 302, 306, 310, 331, 510)",10
01786A006 34058,"(12, 109, 205, 215, 234, 302, 306, 310, 331, 510)",10
01787A006 34186,"(12, 109, 210, 215, 301, 302, 306, 310, 331, 510)",10
01788 449 00046,"(12, 107, 111, 113, 152, 205, 219, 220, 225, 234, 235, 306, 311, 313, 330, 510, 515)",17
01794A004 28585,"(38, 215, 306, 310, 330, 510, 515)",7
01797 009 03557,"(12, 111, 205, 215, 216, 225, 228, 231, 235, 306, 330, 510, 515)",13
01798AB52101261,"(38, 215, 306, 310, 330, 510, 515)",7
01799 163 02492,"(12, 111, 205, 215, 220, 234, 306, 313, 331, 510)",10
01802C161 00550,"(38, 215, 226, 234, 306, 310, 331, 510)",8
01805B01W 10730,"(12, 38, 111, 216, 219, 225, 227, 228, 231, 235, 306, 331, 510)",13
01805C01W 10811,"(12, 38, 111, 205, 216, 219, 225, 228, 231, 235, 306, 331, 510)",13
01805E01W 10840,"(12, 38, 111, 216, 219, 225, 228, 231, 235, 306, 331, 510)",12
01809A028 08918,"(38, 215, 306, 310, 330, 510, 515)",7
01810A028 08506,"(240, 515)",2
01812A047 01023,"(12, 109, 215, 306, 331, 510)",6
01820 009 14168,"(29, 113, 141, 152, 161, 162, 205, 210, 220, 234, 300, 302, 311, 313, 330, 510, 515)",17
01820A009 14140,"(16, 110, 116, 155, 205, 210, 215, 234, 300, 302, 306, 310, 331, 510)",14
01820B009 14182,"(16, 110, 116, 144, 155, 205, 210, 215, 220, 234, 300, 301, 302, 306, 310, 331, 510)",17
01821E009 19098,"(12, 16, 28, 38, 107, 110, 113, 116, 120, 144, 152, 155, 162, 202, 205, 215, 220, 231, 234, 302, 305, 306, 310, 311, 313, 330, 331, 510, 515)",29
01822 009 21111,"(12, 16, 31, 38, 110, 113, 116, 120, 144, 152, 155, 162, 205, 210, 215, 220, 234, 302, 304, 306, 310, 311, 313, 330, 331, 510, 515)",27
01823 009 23403,"(12, 113, 120, 152, 161, 162, 205, 210, 220, 302, 305, 306, 311, 313, 330, 510, 515)",17
01823A009 23368,"(16, 110, 116, 144, 155, 205, 210, 215, 220, 234, 301, 302, 306, 310, 331, 510)",16
01823B009 23433,"(16, 110, 116, 144, 155, 205, 210, 234, 301, 302, 306, 310, 331, 510)",14
01827B 02W 0925,"(12, 109, 205, 215, 220, 234, 300, 306, 310, 331, 521)",11
01830 01E 02481,"(16, 110, 116, 205, 215, 234, 306, 311, 331, 510)",10
01832 047 01737,"(12, 111, 202, 206, 216, 235, 306, 331, 510, 515)",10
01833 002 10971,"(16, 110, 116, 155, 205, 234, 306, 331, 510)",9
01851A007 18275,"(16, 110, 210, 215, 306, 330, 510, 515)",8
01852A007 18305,"(16, 110, 210, 215, 306, 330, 510, 515)",8
01856 201 00111,"(12, 107, 111, 205, 219, 220, 234, 306, 311, 313, 331, 510, 515)",13
01857A130 00755,"(12, 16, 110, 113, 120, 152, 162, 205, 215, 220, 234, 306, 311, 313, 330, 510, 515)",17
01858A130 00597,"(12, 16, 110, 113, 120, 152, 162, 205, 215, 234, 306, 311, 313, 330, 510, 515)",16
01859A130 00511,"(12, 16, 110, 113, 120, 152, 162, 205, 215, 220, 234, 306, 311, 313, 330, 510, 515)",17
01860 130 00476,"(31, 111, 202, 206, 216, 220, 225, 231, 235, 306, 332, 510, 515)",13
01861 130 00415,"(31, 38, 111, 120, 152, 162, 202, 205, 206, 216, 220, 234, 235, 306, 311, 313, 330, 332, 510, 515)",20
01862 130 00382,"(31, 111, 205, 216, 220, 235, 306, 332, 510)",9
01863 130 00360,"(31, 111, 205, 216, 220, 235, 306, 332, 510)",9
01864 130 00323,"(31, 111, 205, 215, 220, 235, 306, 330, 510, 515)",10
01868 037 00578,"(12, 107, 113, 152, 205, 215, 220, 301, 311, 313, 330, 515)",12
01869A037 01180,"(38, 144, 155, 205, 215, 220, 234, 306, 311, 330, 510, 515)",12
01872A037 01804,"(16, 38, 110, 116, 155, 205, 215, 220, 234, 301, 306, 310, 311, 331, 510)",15
01873A037 02364,"(16, 110, 205, 215, 220, 306, 331, 510)",8
01874A037 02769,"(16, 110, 205, 215, 220, 306, 331, 510)",8
01878 009 03405,"(12, 111, 202, 206, 215, 220, 231, 235, 306, 330, 331, 510, 515)",13
01895A004 27869,"(12, 38, 104, 109, 155, 205, 215, 234, 303, 306, 310, 314, 331, 510, 521)",15
01910 053 10524,"(12, 107, 113, 152, 205, 215, 220, 234, 301, 302, 310, 311, 313, 330, 331, 510, 515)",17
01914A181 01287,"(38, 215, 225, 234, 306, 310, 331, 510, 515)",9
01917A140 04078,"(16, 38, 104, 210, 215, 225, 234, 306, 310, 331, 510, 515)",12
01923 035 07447,"(16, 38, 110, 113, 116, 141, 152, 155, 205, 215, 234, 301, 306, 311, 314, 330, 331, 515, 521)",19
01923A035 07447,"(12, 16, 38, 104, 109, 155, 205, 210, 215, 234, 300, 301, 306, 310, 330, 331, 510, 515)",18
01926A350 01512,"(16, 110, 205, 306, 331, 510)",6
01935A063 00218,"(241, 330, 515)",3
01937 271 00080,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510)",10
01939 281 01290,"(12, 38, 110, 120, 152, 162, 202, 205, 215, 234, 306, 311, 313, 331, 510, 515)",16
01940G240 00839,"(12, 30, 107, 109, 113, 152, 202, 205, 215, 220, 226, 228, 231, 234, 303, 305, 306, 310, 311, 313, 330, 510, 515)",23
01942A242 01822,"(12, 16, 110, 113, 120, 152, 162, 205, 206, 216, 225, 228, 234, 235, 301, 306, 311, 313, 330, 331, 332, 510, 515, 521)",24
01945A456 05297,"(38, 120, 152, 162, 202, 205, 215, 226, 231, 234, 306, 310, 311, 313, 330, 510, 515)",17
01946A456 02992,"(38, 215, 306, 310, 330, 510, 515)",7
01947A456 02791,"(38, 215, 306, 310, 330, 510, 515)",7
01948A456 02577,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
01949 01E 00597,"(38, 205, 215, 234, 306, 330, 331, 510, 515)",9
01950 009 23476,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510)",10
01951 009 04086,"(16, 110, 203, 205, 215, 306, 311, 334, 510)",9
01952 009 04078,"(16, 110, 203, 205, 215, 306, 311, 334, 510)",9
01953 009 04075,"(16, 110, 203, 205, 215, 220, 306, 311, 334, 510)",10
01954 009 04065,"(16, 110, 203, 205, 215, 220, 306, 311, 334, 510)",10
01954A 009 4066,"(16, 110, 203, 205, 215, 306, 311, 334, 510)",9
01955 009 04058,"(16, 110, 203, 205, 215, 306, 311, 334, 510)",9
01963 102 01927,"(12, 107, 111, 205, 210, 216, 220, 306, 311, 313, 330, 510, 515)",13
01964 102 01576,"(12, 107, 215, 220, 306, 313, 331, 515)",8
01968A181 01942,"(38, 205, 215, 220, 234, 306, 310, 331, 510)",9
01972A181 01547,"(38, 215, 225, 234, 306, 310, 331, 510, 515)",9
01979B037 00690,"(16, 104, 215, 306, 310, 330, 510, 515)",8
01983 01W 00325,"(12, 111, 155, 205, 206, 210, 215, 231, 235, 306, 330, 331, 510, 515)",14
01984 01W 00350,"(12, 111, 155, 205, 206, 210, 215, 219, 231, 235, 306, 330, 510, 515)",14
01986A035 07413,"(38, 210, 215, 306, 330, 331, 510, 515)",8
01987A053 10436,"(38, 210, 215, 225, 234, 306, 330, 331, 510, 515)",10
01991 102 02932,"(12, 107, 111, 113, 152, 205, 216, 220, 225, 228, 234, 235, 306, 311, 313, 330, 331, 510, 515)",19
01992 272 01804,"(12, 111, 113, 120, 152, 162, 205, 206, 216, 220, 234, 235, 301, 305, 306, 311, 313, 330, 332, 510, 515)",21
01994 068 00224,"(12, 38, 107, 205, 210, 215, 234, 306, 330, 510, 515)",11
01995 231 01236,"(12, 107, 111, 202, 205, 215, 216, 220, 231, 234, 306, 311, 313, 332, 510, 515)",16
01996 010 02062,"(12, 16, 109, 110, 116, 155, 205, 215, 225, 306, 311, 330, 510, 515)",14
01C003113501347,"(30, 107, 202, 219, 231, 330, 510, 515)",8
01C004113501342,"(30, 107, 219, 225, 231, 330, 510, 515)",8
01C03 A09 00062,"(12, 109, 215, 306, 310, 330, 510)",7
01C031635 00186,"(30, 107, 215, 330, 510, 515)",6
01C032114300039,"(30, 107, 215, 330, 510, 515)",6
01C033114400039,"(30, 107, 219, 306, 330, 510, 515)",7
01C046B22 00345,"(241, 306, 330, 510, 515)",5
01C047B22 00356,"(241, 306, 330, 510, 515)",5
01C08A705 00027,"(38, 206, 216, 235, 306, 330, 510, 515)",8
01C09A705 00036,"(38, 216, 228, 235, 306, 330, 510, 515)",8
01C18A672 00413,"(38, 219, 310, 330, 515)",5
01C206773 00008,"(30, 107, 215, 220, 330, 510, 515)",7
01C210659 00153,"(30, 107, 215, 330, 510, 515)",6
01C212654C00187,"(30, 107, 219, 330, 510, 515)",6
01C215553 00600,"(30, 107, 219, 330, 510, 515)",6
01C216553 00511,"(30, 107, 202, 219, 510, 515)",6
01C218550 00002,"(30, 107, 202, 219, 510, 515)",6
01C220553 00471,"(30, 107, 202, 219, 510, 515)",6
01C222553 00452,"(30, 107, 202, 219, 510, 515)",6
01C224553 00378,"(30, 107, 202, 219, 510, 515)",6
01C226553 00366,"(30, 107, 202, 219, 510, 515)",6
01C228523 00019,"(30, 107, 215, 225, 231, 306, 330, 510, 515)",9
01C232667 00066,"(12, 109, 215, 306, 310, 331, 510)",7
01C234564 00052,"(38, 215, 306, 310, 330, 510, 515)",7
01C404529 00676,"(16, 110, 205, 330)",4
01C412584 00046,"(30, 107, 215, 330, 510, 515)",6
01C414537 00284,"(30, 107, 202, 219, 330, 510, 515)",7
01C506531 00126,"(38, 215, 306, 331, 510)",5
01C510876Y00039,"(38, 205, 210, 215, 306, 331, 510)",7
01C514919 00005,"(38, 219, 225, 231, 306, 310, 330, 510)",8
01C524110000032,"(30, 107, 215, 510, 515)",5
01C800999 00065,"(30, 107, 202, 219, 330, 510, 515)",7
01C804101500406,"(30, 107, 215, 330, 510, 515)",6
01C806960 00036,"(16, 109, 215, 310, 330, 515)",6
01C808101400034,"(38, 205, 210, 215, 331)",5
01C810101400105,"(16, 109, 215, 306, 330, 510, 515)",7
01C812101500323,"(30, 107, 215, 330, 510, 515)",6
01C814101500221,"(30, 107, 215, 330, 510, 515)",6
01C816101800111,"(30, 107, 215, 330, 510, 515)",6
01C818101800031,"(30, 107, 215, 220, 330, 510, 515)",7
01C820101200062,"(30, 107, 215, 330, 510, 515)",6
01C824102700006,"(30, 107, 215, 330, 510, 515)",6
01C828112800018,"(30, 107, 215, 330, 510, 515)",6
02001 030 00838,"(12, 16, 110, 111, 202, 205, 215, 216, 225, 231, 306, 331, 510)",13
02008A01E 00443,"(12, 15, 104, 215, 306, 310, 331, 510)",8
02010 01W 00486,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510)",10
02012 160 02691,"(12, 107, 111, 202, 205, 206, 216, 219, 220, 231, 234, 235, 306, 311, 313, 330, 510, 515)",18
02013 160 02720,"(38, 205, 216, 220, 235, 306, 330, 510, 515)",9
02014A02W 01123,"(38, 215)",2
02015 030 00397,"(12, 16, 110, 111, 205, 206, 215, 216, 220, 225, 231, 306, 331, 510)",14
02019 125 00185,"(12, 60, 107, 113, 120, 152, 162, 205, 215, 220, 306, 311, 313, 330, 515)",15
02020A004 27995,"(12, 109, 215, 302, 310, 331, 510, 521)",8
02025 016 05660,"(12, 38, 109, 152, 205, 215, 218, 220, 231, 234, 306, 310, 311, 331, 510, 515)",16
02027A047 03493,"(16, 38, 110, 205, 215, 234, 306, 331, 510)",9
02029 047 03738,"(16, 110, 205, 215, 306, 331, 510)",7
02046 02WC04892,"(12, 107, 113, 152, 161, 202, 205, 210, 215, 220, 227, 231, 310, 311, 313, 330)",16
02049A062 01449,"(12, 38, 109, 205, 210, 215, 220, 225, 234, 302, 306, 310, 311, 330, 510, 515, 521)",17
02052A069 00303,"(38, 215, 306, 310, 331, 510, 521)",7
02054A01W 02420,"(12, 109, 205, 215, 220, 226, 234, 302, 306, 310, 311, 330, 331, 515, 521)",15
02058 162C03029,"(12, 16, 107, 110, 113, 120, 152, 162, 205, 219, 220, 231, 234, 306, 310, 311, 313, 330, 331, 510, 515)",21
02061 01E 02203,"(12, 16, 110, 113, 116, 120, 152, 155, 162, 205, 215, 220, 234, 302, 306, 311, 313, 331, 510, 515)",20
02061A01E 02203,"(12, 109, 205, 215, 234, 302, 306, 310, 330, 521)",10
02062A002 04014,"(16, 110, 161, 205, 215, 234, 302, 306, 330, 331, 510, 515)",12
02062B002 04014,"(12, 105, 110, 205, 215, 234, 302, 306, 311, 331, 510)",11
02063 002 04155,"(12, 107, 161, 205, 215, 234, 301, 302, 311, 313, 331, 510, 515, 521)",14
02063A002C04157,"(38, 144, 155, 205, 217, 220, 334, 510)",8
02067A102 08639,"(38, 215, 306, 331, 510)",5
02069A350 02810,"(38, 215, 306, 310, 330, 510, 515)",7
02071A018 04287,"(12, 16, 105, 107, 205, 215, 234, 302, 311, 313, 331, 510, 515)",13
02073C018 03598,"(12, 38, 109, 210, 215, 306, 310, 331, 510, 521)",10
02074 103 00525,"(16, 105, 205, 215, 234, 306, 331)",7
02081 030 00003,"(12, 107, 113, 152, 161, 205, 215, 220, 234, 301, 306, 311, 313, 331, 510, 515)",16
02082A171 01390,"(16, 110, 205, 215, 220, 234, 306, 330, 510, 515)",10
02084 350 01605,"(16, 110, 215, 306, 331, 510)",6
02097 01E 00159,"(16, 110, 155, 205, 215, 234, 306, 311, 330, 331, 510, 521)",12
02104 300 07337,"(16, 110, 116, 155, 205, 215, 234, 306, 331, 510)",10
