Number_of_elements,Element_Combination,Number_of_bridges,Bridge_numbers
9,"12, 111, 216, 225, 228, 235, 306, 331, 510",3,"01755E229 04836, 01755L229 05036, 01755Q229 05129"
9,"16, 110, 216, 219, 225, 228, 306, 331, 510",3,"04029 229 02609, 04040 200 00543, 04063 200 04085"
7,"12, 107, 215, 306, 331, 510, 515",3,"04468A163 01955, 19C019008200018, 19C026  17  319"
6,"16, 104, 215, 310, 330, 515",3,"16290 853 00471, 18853 467 00210, 39C237247300017"
7,"16, 110, 155, 205, 306, 331, 510",3,"02386A009 30884, 07786 009F30702, 07828B001 17584"
7,"38, 210, 215, 220, 306, 331, 510",3,"00340 000 00000, 00920A050 02570, 01133A191 02307"
7,"16, 109, 215, 306, 310, 330, 515",3,"20589 109 00314, 39C518503400195, 40002 000 00027"
10,"12, 110, 215, 225, 234, 306, 310, 330, 510, 515",3,"07530 033 00323, 07532 033 00419, 07533 033 00447"
8,"12, 110, 205, 215, 234, 306, 331, 510",3,"07403A002 04610, 07496 002 06302, 08623 002 04731"
10,"16, 110, 205, 215, 220, 228, 234, 306, 331, 510",3,"05389A639, 08052 380 05549, 14489A000"
9,"12, 109, 205, 215, 234, 300, 310, 330, 515",2,"20351 018 00025, 22013 039 05924"
12,"12, 107, 210, 215, 225, 302, 306, 311, 313, 330, 510, 515",2,"19C224  33 1902, 19C317024000017"
12,"12, 109, 205, 215, 234, 301, 302, 306, 310, 331, 510, 521",2,"09216 035 04358, 09316A001 30670"
10,"12, 109, 205, 215, 234, 300, 306, 310, 331, 521",2,"20788 001 29824, 20992 000 01358"
9,"12, 109, 205, 215, 234, 301, 306, 331, 521",2,"18525 272 03826, 20643 001 17156"
7,"31, 111, 216, 228, 235, 332, 510",2,"25A48 C13400010, 25A71 C11000122"
12,"12, 107, 210, 215, 225, 301, 306, 311, 313, 330, 510, 515",2,"19C140020001469, 19C364  12 1052"
10,"12, 109, 205, 215, 234, 301, 302, 310, 331, 521",2,"20459 001 05706, 20460 001 05706"
9,"31, 111, 216, 228, 235, 330, 332, 510, 515",2,"11C75E006800118, 23B001    015"
11,"31, 111, 206, 216, 220, 228, 235, 306, 330, 510, 515",2,"14166A000 00090, 18C020087600231"
11,"12, 107, 113, 152, 215, 220, 306, 310, 330, 510, 515",2,"17C0400A2200139, 17C05 A22 00071"
10,"12, 107, 205, 215, 231, 302, 311, 331, 515, 521",2,"09252 061 00177, 09253 061 00172"
9,"12, 107, 215, 220, 306, 311, 330, 510, 515",2,"06492 031 00020, 529005529000193"
6,"12, 107, 215, 310, 330, 515",2,"18949 837 00020, 22486 000 00010"
12,"12, 107, 205, 215, 220, 234, 301, 306, 311, 330, 510, 515",2,"19C020008200084, 19C147003100036"
8,"31, 111, 215, 220, 306, 330, 510, 515",2,"582035582000746, 65C74 415 00009"
8,"12, 107, 215, 306, 311, 330, 510, 515",2,"19C094009500067, 244705244700015"
9,"12, 107, 215, 220, 306, 311, 331, 510, 515",2,"33C10 392000387, 33C23 401000244"
7,"12, 107, 215, 306, 310, 330, 515",2,"204110001702480, 21384 000 00352"
8,"12, 107, 215, 220, 306, 331, 510, 515",2,"06034 000, 51C21 062300001"
7,"12, 107, 215, 301, 331, 515, 521",2,"20674 001 01496, 20675 001 01496"
9,"31, 111, 219, 228, 231, 306, 330, 510, 515",2,"06191 015 00762, 06454 000 00139"
10,"12, 107, 205, 215, 234, 303, 315, 331, 510, 515",2,"19712 006 31746, 19713 006 31744"
10,"12, 109, 205, 215, 234, 300, 301, 310, 331, 521",2,"20597 001 19740, 20598 001 19740"
6,"12, 107, 215, 301, 331, 515",2,"21976 520 00634, 222243060 00080"
7,"12, 107, 215, 220, 330, 510, 515",2,"23C182018 00600, 45C603080800085"
7,"12, 107, 215, 301, 310, 331, 515",2,"21417 160 00001, 24025 047 04563"
9,"12, 107, 215, 301, 306, 310, 330, 331, 515",2,"09403R064C00930, 11086A000 00590"
7,"31, 111, 215, 306, 310, 332, 510",2,"14517 000, 72P35 163 02547"
10,"12, 107, 215, 225, 231, 306, 313, 330, 510, 515",2,"19C051006100009, 19C159  16 1157"
8,"12, 107, 215, 300, 310, 331, 515, 521",2,"20061 001 19578, 20062 001 19578"
10,"12, 107, 205, 215, 234, 300, 310, 331, 510, 515",2,"19940 004 27473, 22259 000 00000"
6,"31, 111, 215, 306, 332, 510",2,"23B006000000000, 25A14 C13800153"
11,"12, 107, 205, 215, 234, 300, 306, 310, 330, 331, 515",2,"20358  000  082, 20850 006 00510"
9,"31, 111, 216, 225, 228, 235, 306, 332, 510",2,"05419A037, 47C49 634 00000"
9,"31, 111, 215, 216, 220, 306, 330, 510, 515",2,"03C21 000 00010, 14131 000 00080"
8,"31, 111, 210, 215, 306, 330, 510, 515",2,"07C22 120 00436, 203340000000000"
10,"12, 107, 215, 220, 306, 311, 313, 330, 510, 515",2,"05246 000 00020, 29C92 819 01172"
9,"31, 111, 202, 215, 231, 306, 330, 510, 515",2,"13598 014 00190, 13600 014 00459"
8,"38, 205, 210, 215, 220, 306, 331, 510",2,"08593 011 00608, 08959 112800198"
9,"12, 107, 210, 215, 301, 306, 311, 330, 515",2,"19C169003500035, 19C216  28  330"
7,"38, 204, 215, 220, 310, 331, 510",2,"20895 000 00000, 20896 000 00000"
9,"12, 107, 210, 215, 220, 306, 330, 510, 515",2,"06455 033 00015, 06556 000 00019"
10,"12, 109, 205, 215, 227, 234, 300, 306, 310, 331",2,"20475 402 01396, 22538 042 00039"
10,"12, 107, 210, 215, 306, 311, 313, 330, 510, 515",2,"19C109006300014, 19C233000601635"
10,"12, 109, 205, 215, 225, 234, 306, 310, 331, 521",2,"00163B226 01951, 16845 025Y00015"
10,"12, 109, 205, 215, 225, 234, 301, 310, 331, 521",2,"16410 035 05146, 16415 035 05226"
11,"12, 109, 205, 215, 220, 234, 303, 310, 314, 331, 510",2,"16443 070 00167, 16444 070 00165"
8,"31, 111, 216, 225, 228, 235, 332, 510",2,"11491A70201 922, 14012 061700092"
11,"38, 202, 219, 220, 225, 231, 306, 310, 330, 510, 515",2,"39C29A407800703, 39C448439002805"
7,"31, 111, 216, 225, 228, 235, 332",2,"011228100600038, 72P01 01WF07375"
10,"12, 109, 205, 215, 220, 234, 302, 310, 331, 510",2,"16055A064 02433, 29C780085901390"
9,"31, 111, 205, 216, 220, 235, 306, 332, 510",2,"01862 130 00382, 01863 130 00360"
8,"31, 111, 216, 225, 228, 235, 330, 515",2,"11518 000, 11629 000"
11,"12, 109, 205, 215, 220, 234, 301, 306, 310, 331, 510",2,"02376B001 28951, 07854C001 25910"
10,"12, 107, 202, 205, 215, 306, 311, 331, 510, 515",2,"09743 001 28851, 09743A001 28851"
10,"31, 111, 206, 215, 216, 220, 235, 306, 332, 510",2,"29C140776 00006, 47C62 755"
12,"12, 107, 205, 215, 220, 225, 234, 306, 313, 330, 510, 515",2,"19C043  18 1071, 19C237000602428"
11,"12, 109, 205, 215, 220, 234, 300, 306, 310, 331, 521",2,"01827B 02W 0925, 16875 01WR08409"
9,"16, 104, 155, 205, 215, 234, 303, 314, 331",2,"19738 001 12057, 19739 001 12057"
8,"16, 110, 226, 234, 306, 331, 510, 521",2,"08240N001 21720, 08240S001 21720"
8,"12, 109, 205, 215, 234, 301, 331, 521",2,"20389 001 11774, 20641 001 17162"
11,"16, 110, 205, 215, 220, 234, 306, 330, 331, 510, 515",2,"00682A022 01462, 08060 039 03038"
8,"15, 109, 215, 304, 306, 310, 331, 510",2,"20614 000 00000, 22191 000 00274"
7,"15, 109, 215, 306, 310, 330, 510",2,"09910 789 00327, 09911 788 00295"
7,"15, 109, 215, 306, 310, 330, 515",2,"24355 861200063, 59C537110000452"
6,"15, 109, 215, 310, 330, 515",2,"18301 65020 046, 21269 000000000"
8,"16, 110, 205, 215, 220, 234, 306, 331",2,"01481 009 02410, 07639A001 15181"
17,"16, 38, 104, 109, 144, 154, 205, 215, 220, 234, 300, 306, 310, 330, 331, 515, 521",2,"21038 001 19275, 21039 001 19275"
11,"16, 38, 104, 210, 215, 220, 306, 310, 330, 510, 515",2,"39C258275000001, 39C538508400056"
10,"16, 38, 110, 205, 215, 225, 234, 306, 331, 510",2,"07324 001 09851, 07550 002 08078"
10,"16, 38, 104, 210, 215, 306, 310, 330, 510, 515",2,"37C05002-800108, 39C36A433500025"
11,"16, 110, 205, 215, 220, 228, 234, 306, 311, 331, 510",2,"01305 009 01972, 14964B240000203"
13,"16, 110, 205, 215, 220, 226, 234, 301, 306, 311, 331, 510, 521",2,"08246N001 21039, 08246S001 21039"
9,"16, 110, 205, 215, 220, 225, 306, 331, 510",2,"00588C035 06397, 14536A000"
9,"16, 110, 205, 210, 220, 306, 330, 510, 515",2,"12053 80702 326, 19C386024900054"
10,"16, 110, 203, 205, 215, 220, 306, 311, 334, 510",2,"01953 009 04075, 01954 009 04065"
9,"15, 109, 215, 228, 306, 310, 330, 510, 515",2,"12018A10801 006, 12197 60201 389"
9,"15, 109, 215, 226, 234, 306, 310, 331, 510",2,"14444 253 00050, 39C577535000047"
10,"16, 110, 205, 215, 225, 306, 330, 331, 510, 515",2,"02654A037 02790, 02671A037 02838"
8,"15, 109, 205, 215, 234, 306, 331, 510",2,"19C069  22  335, 22249 110300009"
10,"16, 110, 205, 215, 233, 234, 306, 311, 331, 510",2,"08610 002 04393, 08610W002 04393"
8,"15, 109, 204, 215, 220, 310, 331, 510",2,"20883 000 00000, 20884 000 00000"
5,"15, 104, 215, 330, 515",2,"16192 183 00652, 21936 183 00640"
8,"16, 110, 205, 215, 234, 301, 331, 510",2,"08333 001 05540, 16161 001 24938"
7,"15, 104, 215, 301, 311, 313, 331",2,"09728 064 00640, 09734A064 00584"
7,"15, 104, 215, 301, 310, 331, 510",2,"20296 069 00014, 20297 069 00675"
9,"16, 110, 205, 215, 234, 306, 310, 331, 510",2,"07952A001 10752, 22523030AZ02569"
8,"15, 104, 215, 301, 306, 311, 313, 331",2,"09728A064 00640, 09734 064 00584"
11,"16, 110, 205, 215, 234, 306, 311, 330, 331, 510, 515",2,"00338A02W 03647, 08321 039 02728"
10,"16, 110, 205, 215, 234, 306, 311, 330, 510, 515",2,"00449 006F25164, 08223 016 00106"
9,"16, 110, 205, 215, 234, 306, 331, 510, 521",2,"07601B271Y00307, 07830 001 17441"
8,"15, 104, 205, 215, 234, 306, 312, 330",2,"07727A001 29181, 09780 006 28053"
9,"15, 104, 205, 215, 234, 302, 311, 330, 515",2,"09704 064 00864, 09724 064 00828"
10,"16, 110, 155, 216, 228, 235, 306, 330, 510, 515",2,"02281 140 02855, 02283 140 03319"
8,"16, 110, 155, 205, 234, 306, 331, 510",2,"07738A001 18304, 07740A001 18263"
5,"16, 110, 205, 215, 331",2,"21C09 456 00500, 21C12 532 00930"
5,"16, 105, 215, 306, 331",2,"17082 01EC00450, 17124 000000000"
7,"16, 104, 215, 310, 330, 510, 515",2,"15779A051000040, 16398 099500315"
11,"16, 105, 110, 205, 215, 234, 306, 311, 331, 510, 515",2,"08950 039C04406, 08951 039Y04635"
11,"16, 105, 110, 205, 215, 234, 306, 311, 331, 515, 521",2,"01492A241 01407, 08903 039 04519"
13,"16, 105, 205, 210, 215, 234, 302, 306, 310, 330, 510, 515, 521",2,"16134 144C00248, 23875144AR00249"
10,"16, 105, 205, 215, 220, 225, 234, 306, 331, 510",2,"00937A157 00225, 01330A016 03022"
11,"16, 109, 205, 215, 234, 302, 306, 310, 330, 510, 515",2,"20027 224 00002, 59C428061300015"
10,"16, 105, 205, 215, 234, 302, 306, 311, 331, 521",2,"09012 001 30388, 09156 061C00060"
11,"16, 38, 110, 210, 215, 220, 306, 330, 331, 510, 515",2,"01269A025 01417, 01270A025 01428"
8,"16, 105, 205, 215, 234, 302, 310, 331",2,"07624B001 28217, 09870 001 28243"
9,"16, 105, 205, 215, 234, 306, 330, 510, 515",2,"07770 162C00191, 09591 02WC04837"
8,"16, 105, 205, 215, 234, 302, 311, 331",2,"09250 061 00192, 09254D047 07394"
8,"16, 105, 205, 215, 234, 306, 330, 510",2,"08997 001 30493, 09000 001 30468"
9,"16, 105, 205, 215, 234, 306, 312, 331, 510",2,"09254F061C00152, 09254G061C00114"
9,"16, 105, 205, 215, 234, 306, 311, 331, 521",2,"09158 061C00102, 09160 061 00109"
8,"16, 109, 215, 306, 310, 331, 510, 521",2,"15C45 690 00507, 22602 000 00008"
7,"16, 104, 215, 306, 310, 330, 510",2,"22686 000 00014, 33C03A205000005"
9,"16, 104, 215, 306, 310, 330, 331, 510, 515",2,"09570 866 00070, 20087 960 00002"
9,"16, 104, 215, 225, 306, 310, 330, 510, 515",2,"01707A102 03675, 11C04 396 02989"
9,"16, 104, 215, 225, 234, 306, 310, 331, 510",2,"19906 007 17457, 19910 007 19513"
13,"16, 110, 116, 144, 155, 205, 215, 234, 301, 306, 311, 331, 510",2,"02165 047 02173, 25B36 000 00119"
12,"16, 110, 116, 155, 205, 215, 234, 306, 330, 331, 510, 515",2,"00738 058 00981, 01114 009 17568"
9,"16, 110, 116, 155, 205, 234, 306, 330, 515",2,"470420000 00111, 470425000"
9,"16, 110, 116, 155, 205, 234, 306, 331, 510",2,"01833 002 10971, 03111A102 03206"
9,"16, 110, 116, 155, 215, 306, 330, 510, 515",2,"07T24 000 00086, 51C04 000 00001"
11,"16, 110, 155, 205, 215, 220, 234, 306, 311, 331, 510",2,"00464 000000059, 01081 140 00139"
10,"16, 110, 155, 205, 215, 220, 306, 311, 331, 510",2,"07892A411 00068, 59C054131100041"
12,"16, 110, 155, 205, 215, 228, 234, 306, 311, 331, 510, 515",2,"08226N001 23086, 08226S001 23086"
12,"16, 104, 105, 161, 205, 215, 234, 300, 314, 331, 510, 515",2,"16812E072 00645, 16812W072 00645"
8,"16, 38, 110, 215, 306, 330, 510, 515",2,"04444 140 04407, 55C002062500506"
8,"16, 38, 110, 215, 225, 330, 510, 515",2,"19C452 388  490, 19C454 388  838"
10,"16, 38, 110, 210, 215, 306, 330, 331, 510, 515",2,"01199A025 02457, 01268A025 01286"
10,"15, 104, 205, 215, 234, 302, 306, 310, 331, 510",2,"13541 064 01722, 13541A064 01722"
9,"16, 110, 205, 216, 220, 231, 306, 331, 510",2,"00931 033 02171, 04287 211 02425"
10,"12, 109, 205, 215, 234, 302, 306, 310, 330, 515",2,"16448 070 00767, 18990 001 12572"
8,"30, 107, 215, 225, 306, 330, 510, 515",2,"59C488563 00148, 63C37 572 00205"
9,"12, 109, 210, 215, 306, 310, 330, 510, 515",2,"09774 270 00333, 53C109086400223"
8,"12, 109, 210, 215, 306, 310, 330, 515",2,"07562A001 13911, 19C336  97  022"
9,"12, 109, 210, 215, 306, 310, 330, 515, 521",2,"21344 026 06170, 21346 026 06179"
8,"12, 109, 215, 220, 301, 306, 310, 331",2,"19096 000 00000, 20532 000 00000"
7,"12, 109, 215, 220, 301, 310, 331",2,"09288 941 01089, 21235 062 01847"
8,"12, 109, 215, 220, 306, 310, 330, 510",2,"09409 D05 00025, 16010 000 00320"
7,"30, 107, 215, 220, 330, 510, 515",2,"01C206773 00008, 01C818101800031"
8,"30, 107, 202, 219, 306, 330, 510, 515",2,"19141 032 00020, 21624 000 00070"
8,"30, 107, 215, 220, 313, 330, 510, 515",2,"63C05 507 00381, 63C29 568 00199"
8,"30, 107, 215, 220, 306, 330, 510, 515",2,"04T01 000 00035, 04T03 000 00173"
9,"12, 109, 215, 225, 234, 306, 310, 331, 510",2,"17251 017 01509, 17480 009600000"
9,"30, 107, 215, 219, 225, 306, 330, 510, 515",2,"59C224120100050, 59C532070400036"
11,"12, 109, 215, 226, 234, 306, 310, 330, 331, 510, 515",2,"01754A029 01055, 14637A190001619"
8,"12, 109, 215, 226, 234, 306, 310, 331",2,"01226A009 05699, 14192A251 00277"
8,"30, 107, 215, 311, 313, 330, 510, 515",2,"59C534069700321, 59C660147700025"
8,"30, 107, 219, 225, 310, 330, 510, 515",2,"22421 C30700016, 22422C011000011"
10,"12, 109, 210, 215, 302, 306, 310, 330, 510, 515",2,"15482A080501221, 15568A088000557"
7,"30, 107, 219, 225, 330, 510, 515",2,"59C565084400147, 59C673144700791"
6,"30, 107, 219, 330, 510, 515",2,"01C212654C00187, 01C215553 00600"
8,"30, 111, 216, 228, 306, 330, 510, 515",2,"25C01 C40500350, 25D06 C201 8459"
12,"30, 113, 120, 152, 162, 215, 306, 311, 313, 330, 510, 515",2,"23C451045 00030, 63C23 055100851"
7,"12, 109, 210, 215, 300, 310, 331",2,"20069 142 00184, 20295 143000122"
8,"12, 109, 210, 215, 225, 306, 310, 331",2,"15507A501 00465, 39C527507000548"
8,"12, 109, 210, 215, 220, 306, 310, 331",2,"11272A568 00115, 19C350   6 1410"
9,"12, 109, 205, 215, 306, 310, 331, 510, 521",2,"08771N001 03069, 08771S001 03069"
8,"12, 109, 205, 215, 234, 306, 331, 521",2,"19849 001 17560, 19851 001 17560"
8,"12, 109, 205, 215, 234, 306, 331, 510",2,"02475A004 25221, 17451 151 01097"
12,"12, 109, 205, 215, 234, 306, 310, 330, 331, 510, 515, 521",2,"08896 042 00325, 09185 035 04056"
10,"12, 109, 205, 215, 234, 306, 310, 330, 331, 510",2,"009360174100032, 09559 009 21323"
8,"12, 109, 205, 215, 234, 306, 310, 330",2,"02299A130 00852, 09615 204 00022"
9,"12, 109, 205, 215, 234, 306, 310, 312, 331",2,"20127 001200390, 20128 001B00440"
9,"12, 109, 215, 226, 234, 306, 310, 331, 510",2,"14171C450 00169, 671217126200380"
7,"12, 109, 215, 301, 302, 310, 331",2,"19873 102 04563, 19896 140 00549"
9,"16, 110, 205, 220, 234, 306, 330, 510, 515",2,"02492 073 04967, 04173 027 01422"
6,"16, 110, 210, 306, 331, 510",2,"03639A026 06823, 11951A072900331"
8,"12, 111, 205, 216, 235, 306, 331, 510",2,"02336 340 00957, 18C001109700140"
8,"12, 111, 215, 220, 306, 330, 510, 515",2,"242005242000010, 33C02A130001059"
10,"12, 111, 216, 219, 225, 228, 231, 306, 331, 510",2,"01755G229 04878, 01755K229 05016"
8,"16, 110, 215, 306, 310, 330, 510, 515",2,"06633 000 00020, 510010510000051"
9,"16, 110, 215, 226, 234, 302, 306, 331, 510",2,"08178N001 19669, 08178S001 19669"
14,"15, 16, 104, 110, 210, 215, 302, 306, 311, 313, 330, 510, 515, 521",2,"09515 006 30413, 09515A006 30413"
11,"15, 38, 104, 210, 215, 220, 306, 310, 330, 510, 515",2,"12006   501 136, 12958A082900001"
7,"12, 109, 215, 301, 306, 330, 515",2,"01157A128 00505, 19019 015 03130"
8,"16, 110, 210, 215, 306, 311, 331, 510",2,"02770 370 00385, 26T04 000 00000"
5,"16, 110, 205, 331, 510",2,"08465 001F21021, 08466 001F20997"
4,"16, 110, 205, 331",2,"21C07 450 00838, 61C39 141 00030"
5,"16, 110, 205, 306, 331",2,"11153 040700837, 12041A80404 935"
6,"16, 110, 205, 306, 330, 515",2,"12047 90002 198, 12166A61001 017"
12,"15, 104, 155, 205, 215, 234, 302, 310, 311, 314, 331, 510",2,"09711 064 01680, 09711A064 01680"
11,"16, 110, 216, 225, 228, 231, 235, 306, 330, 510, 515",2,"00553A058 01072, 01162A016 01189"
8,"12, 110, 216, 228, 235, 306, 331, 510",2,"07426 009 06240, 25A26 C12100150"
9,"16, 110, 216, 225, 228, 306, 330, 510, 515",2,"05492 068 01652, 11713F035 00264"
6,"16, 110, 217, 306, 334, 510",2,"06565 000 00391, 06566 000 00323"
11,"16, 110, 219, 225, 228, 231, 306, 310, 330, 510, 515",2,"12238 012200115, 12865 072500085"
10,"16, 110, 219, 225, 228, 231, 306, 310, 332, 510",2,"12582 403 00017, 12673 070200004"
8,"12, 110, 205, 215, 220, 306, 331, 510",2,"07696A015 01010, 08031 335 00897"
9,"16, 110, 219, 225, 228, 231, 306, 332, 510",2,"12378 022300305, 12749 032000082"
9,"16, 110, 219, 225, 306, 310, 330, 510, 515",2,"03372A015 08940, 12620 074000048"
8,"16, 110, 225, 234, 306, 331, 510, 515",2,"08222N001 23365, 08222S001 23365"
9,"38, 205, 215, 220, 234, 306, 310, 331, 510",2,"01968A181 01942, 19195 000 00000"
7,"12, 109, 215, 306, 310, 330, 510",2,"01C03 A09 00062, 09410 D05 00026"
8,"12, 109, 215, 306, 310, 330, 331, 515",2,"24240 004 13410, 24261 004 13404"
6,"12, 109, 215, 304, 310, 331",2,"18009 932 00035, 18908 420000056"
8,"12, 109, 215, 302, 306, 310, 330, 515",2,"16612 002 16576, 18178 171 04148"
7,"12, 109, 215, 301, 310, 330, 515",2,"18289 406000001, 18774 000 00798"
6,"12, 109, 215, 301, 306, 331",2,"16607 035 05305, 20484 006C34059"
10,"38, 205, 215, 220, 234, 306, 310, 330, 510, 515",2,"16479 B33C00047, 19C017  17 1325"
9,"16, 105, 205, 215, 234, 306, 310, 331, 510",2,"00123G030 02600, 09007 001 30418"
10,"38, 219, 225, 228, 235, 306, 310, 330, 510, 515",2,"11962 072700079, 12389 023600016"
6,"38, 215, 220, 306, 332, 510",2,"043B12000000014, 29C172819 00264"
6,"38, 215, 220, 310, 330, 515",2,"06619 000 00252, 11C760021900050"
11,"12, 16, 109, 110, 205, 215, 220, 234, 306, 310, 331",2,"039C24270001129, 09330 505 00119"
13,"12, 16, 109, 110, 205, 215, 220, 234, 306, 310, 330, 510, 515",2,"01512 016 04144, 01513 016 04229"
6,"38, 215, 220, 330, 510, 515",2,"11552 000, 11821F000"
9,"38, 215, 225, 301, 306, 310, 330, 510, 515",2,"25B112000000000, 671390A69000870"
7,"54, 206, 216, 306, 330, 510, 515",2,"35C138056601220, 35C171088800430"
7,"38, 215, 225, 234, 306, 331, 510",2,"16086 001 26112, 16086A001 26112"
5,"38, 215, 306, 330, 510",2,"06924 002 04027, 16092 000 00039"
9,"38, 216, 225, 228, 231, 306, 330, 510, 515",2,"09538 431 03278, 12675 070200064"
5,"38, 215, 306, 330, 515",2,"29C234946 00046, 57C18 586 00020"
9,"12, 16, 104, 109, 205, 215, 306, 330, 521",2,"07850A001 26525, 07853A001 26190"
8,"12, 104, 210, 215, 306, 310, 331, 521",2,"17225 001 25582, 17226 001 25556"
8,"38, 215, 225, 234, 306, 310, 331, 521",2,"19222 001 24003, 19226 001 23935"
14,"12, 16, 107, 110, 205, 215, 234, 301, 302, 310, 331, 510, 515, 521",2,"08383N001 04547, 08383S001 04547"
11,"12, 38, 109, 205, 210, 215, 234, 302, 306, 310, 330",2,"06519A047 05519, 09915 047 05624"
20,"12, 16, 107, 109, 110, 152, 161, 202, 205, 215, 231, 234, 302, 306, 310, 311, 313, 331, 510, 515",2,"08591A061C00109, 08591D001 30012"
6,"38, 215, 220, 306, 330, 515",2,"11542F000, 12036A80501 052"
8,"38, 210, 215, 234, 306, 330, 510, 515",2,"09997 042 00620, 09998 042 00698"
8,"12, 104, 210, 215, 301, 310, 331, 521",2,"18849 161 00263, 20627 001C10671"
9,"12, 16, 109, 110, 210, 215, 306, 310, 331",2,"09447 042 00450, 09448 042 01000"
8,"38, 219, 228, 231, 306, 330, 510, 515",2,"12826 076400029, 14070 064700068"
10,"38, 215, 226, 234, 306, 310, 330, 331, 510, 515",2,"03939A058 02972, 671246A67800154"
8,"12, 104, 210, 215, 301, 306, 310, 331",2,"17954 003800648, 20147 007 00367"
7,"38, 215, 226, 234, 301, 331, 510",2,"09507 006 29678, 09507A006 29678"
14,"12, 16, 102, 110, 152, 205, 210, 215, 302, 306, 310, 311, 330, 515",2,"09739 064C00332, 09741 064 00127"
18,"12, 16, 107, 110, 205, 215, 220, 231, 234, 300, 302, 306, 310, 311, 313, 331, 510, 515",2,"N8588E001 30170, S8588E001 30170"
10,"38, 205, 215, 234, 301, 306, 310, 330, 510, 515",2,"16344 945 00055, 39C178198200002"
13,"12, 16, 109, 110, 210, 215, 302, 306, 310, 330, 331, 510, 515",2,"04821A010 00264, 09744 069 00846"
7,"38, 215, 220, 306, 310, 330, 510",2,"21084 015 06670, 21085 015 06836"
7,"12, 38, 215, 306, 310, 331, 510",2,"21612 000 00014, 23254 000 01308"
8,"38, 215, 306, 310, 330, 510, 515, 521",2,"22228 302 00186, 22229 306 00172"
